Country or Area,Year,Sex,Coverage,Source,SourceID,Type,Value,Value Footnotes,,,Mean,
Georgia,2003,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,11.5,1,,,,
Georgia,2003,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,11.5,1,,,,
Georgia,2003,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,11.5,1,,,,
Georgia,2002,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,21.9,"1,2,29",,,,
Georgia,2002,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,265,1,,,,
Georgia,2002,Men,Total coverage,Labour force survey,# 0,Unemployed,155.5,1,,,,
Georgia,2002,Men,Registered unemployment,Employment office records,# 0,Unemployed,12.1,"1,2,29",,,,
Georgia,2002,Women,Registered unemployment,Employment office records,# 0,Unemployed,9.8,"1,2,29",,,,
Georgia,2002,Women,Total coverage,Labour force survey,# 0,Unemployed,109.5,1,,,,
Georgia,2002,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,12.3,1,,,,
Georgia,2002,"Rates, total",Registered unemployment,Employment office records,# 0,Unemployed,1.2,"1,2,29",,,,
Georgia,2002,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,13.7,1,,,,
Georgia,2002,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,10.7,1,,,,
Georgia,2001,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,235.6,1,,,,
Georgia,2001,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,97.8,"1,2",,,,
Georgia,2001,Men,Registered unemployment,Employment office records,# 0,Unemployed,40.1,"1,2",,,,
Georgia,2001,Men,Total coverage,Labour force survey,# 0,Unemployed,126.9,1,,,,
Georgia,2001,Women,Total coverage,Labour force survey,# 0,Unemployed,108.7,1,,,,
Georgia,2001,Women,Registered unemployment,Employment office records,# 0,Unemployed,57.7,"1,2",,,,
Georgia,2001,"Rates, total",Registered unemployment,Employment office records,# 0,Unemployed,5.5,"1,2",,,,
Georgia,2001,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,11,1,,,,
Georgia,2001,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,11.6,1,,,,
Georgia,2001,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,10.7,1,,,,
Georgia,2000,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,212.2,1,,,,
Georgia,2000,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,101,"1,2",,,,
Georgia,2000,Men,Registered unemployment,Employment office records,# 0,Unemployed,46.5,"1,2",,,,
Georgia,2000,Men,Total coverage,Labour force survey,# 0,Unemployed,116.7,1,,,,
Georgia,2000,Women,Total coverage,Labour force survey,# 0,Unemployed,95.5,1,,,,
Georgia,2000,Women,Registered unemployment,Employment office records,# 0,Unemployed,54.1,"1,2",,,,
Georgia,2000,"Rates, total",Registered unemployment,Employment office records,# 0,Unemployed,3.5,"1,2",,,,
Georgia,2000,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,10.8,1,,,,
Georgia,2000,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,11.1,1,,,,
Georgia,2000,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,10.5,1,,,,
Georgia,1999,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,277.5,1,,,,
Georgia,1999,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,92.2,"1,2",,,,
Georgia,1999,Men,Registered unemployment,Employment office records,# 0,Unemployed,38.9,"1,2",,,,
Georgia,1999,Men,Total coverage,Labour force survey,# 0,Unemployed,160.1,1,,,,
Georgia,1999,Women,Total coverage,Labour force survey,# 0,Unemployed,117.4,1,,,,
Georgia,1999,Women,Registered unemployment,Employment office records,# 0,Unemployed,53.3,"1,2",,,,
Georgia,1999,"Rates, total",Registered unemployment,Employment office records,# 0,Unemployed,5,"1,2",,,,
Georgia,1999,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,13.8,1,,,,
Georgia,1999,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,15.3,1,,,,
Georgia,1999,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,12.2,1,,,,
Georgia,1998,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,294.7,1,,,,
Georgia,1998,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,85.5,"1,2",,,,
Georgia,1998,Men,Registered unemployment,Employment office records,# 0,Unemployed,45.5,"1,2",,,,
Georgia,1998,Men,Total coverage,Labour force survey,# 0,Unemployed,161.8,1,,,,
Georgia,1998,Women,Total coverage,Labour force survey,# 0,Unemployed,132.9,1,,,,
Georgia,1998,Women,Registered unemployment,Employment office records,# 0,Unemployed,40,"1,2",,,,
Georgia,1998,"Rates, total",Registered unemployment,Employment office records,# 0,Unemployed,4.2,"1,2",,,,
Georgia,1998,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,14.5,1,,,,
Georgia,1998,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,15.4,1,,,,
Georgia,1998,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,13.9,1,,,,
Georgia,1997,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,118.2,"1,2",,,,
Georgia,1997,Men,Registered unemployment,Employment office records,# 0,Unemployed,51.7,"1,2",,,,
Georgia,1997,Women,Registered unemployment,Employment office records,# 0,Unemployed,66.5,"1,2",,,,
Georgia,1997,"Rates, total",Registered unemployment,Employment office records,# 0,Unemployed,5,"1,2",,,,
Georgia,1996,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,49.2,"1,2",,,,
Georgia,1996,Men,Registered unemployment,Employment office records,# 0,Unemployed,30,"1,2",,,,
Georgia,1996,Women,Registered unemployment,Employment office records,# 0,Unemployed,19.2,"1,2",,,,
Georgia,1996,"Rates, total",Registered unemployment,Employment office records,# 0,Unemployed,2.4,"1,2",,,,
Georgia,1995,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,64.1,"1,2",,,,
Georgia,1995,Men,Registered unemployment,Employment office records,# 0,Unemployed,37.7,"1,2",,,,
Georgia,1995,Women,Registered unemployment,Employment office records,# 0,Unemployed,26.4,"1,2",,,,
Georgia,1994,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,65,"1,2",,,,
Georgia,1993,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,180.3,"1,2",,,,
Georgia,1992,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,113.2,"1,2",,,,
Georgia,1991,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,3.5,"1,2",,,,
Germany,2008,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,3141,1,,,,
Germany,2008,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,2806,1,,,,
Germany,2008,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,336,1,,,,
Germany,2008,Total men and women,Registered unemployment,Employment office records,# 0,First job seekers,258,"97,117",,,,
Germany,2008,Total men and women,Registered unemployment,Employment office records,# 0,Previously employed,2329,"97,117",,,,
Germany,2008,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,3268,"97,117",,,,
Germany,2008,Men,Registered unemployment,Employment office records,# 0,Unemployed,1668,"97,117",,,,
Germany,2008,Men,Registered unemployment,Employment office records,# 0,Previously employed,1301,"97,117",,,,
Germany,2008,Men,Registered unemployment,Employment office records,# 0,First job seekers,116,"97,117",,,,
Germany,2008,Men,Total coverage,Labour force survey,# 0,First job seekers,157,1,,,,
Germany,2008,Men,Total coverage,Labour force survey,# 0,Previously employed,1533,1,,,,
Germany,2008,Men,Total coverage,Labour force survey,# 0,Unemployed,1690,1,,,,
Germany,2008,Women,Total coverage,Labour force survey,# 0,Unemployed,1451,1,,,,
Germany,2008,Women,Total coverage,Labour force survey,# 0,Previously employed,1273,1,,,,
Germany,2008,Women,Total coverage,Labour force survey,# 0,First job seekers,179,1,,,,
Germany,2008,Women,Registered unemployment,Employment office records,# 0,First job seekers,142,"97,117",,,,
Germany,2008,Women,Registered unemployment,Employment office records,# 0,Previously employed,1028,"97,117",,,,
Germany,2008,Women,Registered unemployment,Employment office records,# 0,Unemployed,1600,"97,117",,,,
Germany,2008,"Rates, total",Registered unemployment,Employment office records,# 0,Unemployed,8.7,"97,117",,,,
Germany,2008,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,7.5,1,,,,
Germany,2008,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,7.4,1,,,,
Germany,2008,"Rates, men",Registered unemployment,Employment office records,# 0,Unemployed,8.6,"97,117",,,,
Germany,2008,"Rates, women",Registered unemployment,Employment office records,# 0,Unemployed,8.9,"97,117",,,,
Germany,2008,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,7.6,1,,,,
Germany,2007,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,3222,1,,,,
Germany,2007,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,3776,"97,117",,,,
Germany,2007,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,386,1,,,,
Germany,2007,Total men and women,Registered unemployment,Employment office records,# 0,Previously employed,2628,"97,117",,,,
Germany,2007,Total men and women,Registered unemployment,Employment office records,# 0,First job seekers,373,"97,117",,,,
Germany,2007,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,3608,1,,,,
Germany,2007,Men,Total coverage,Labour force survey,# 0,Unemployed,1944,1,,,,
Germany,2007,Men,Registered unemployment,Employment office records,# 0,First job seekers,166,"97,117",,,,
Germany,2007,Men,Registered unemployment,Employment office records,# 0,Previously employed,1449,"97,117",,,,
Germany,2007,Men,Total coverage,Labour force survey,# 0,First job seekers,194,1,,,,
Germany,2007,Men,Registered unemployment,Employment office records,# 0,Unemployed,1900,"97,117",,,,
Germany,2007,Men,Total coverage,Labour force survey,# 0,Previously employed,1750,1,,,,
Germany,2007,Women,Total coverage,Labour force survey,# 0,Previously employed,1471,1,,,,
Germany,2007,Women,Registered unemployment,Employment office records,# 0,Unemployed,1873,"97,117",,,,
Germany,2007,Women,Total coverage,Labour force survey,# 0,First job seekers,192,1,,,,
Germany,2007,Women,Registered unemployment,Employment office records,# 0,Previously employed,1179,"97,117",,,,
Germany,2007,Women,Registered unemployment,Employment office records,# 0,First job seekers,207,"97,117",,,,
Germany,2007,Women,Total coverage,Labour force survey,# 0,Unemployed,1664,1,,,,
Germany,2007,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,8.6,1,,,,
Germany,2007,"Rates, total",Registered unemployment,Employment office records,# 0,Unemployed,10.1,"97,117",,,,
Germany,2007,"Rates, men",Registered unemployment,Employment office records,# 0,Unemployed,9.8,"97,117",,,,
Germany,2007,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,8.5,1,,,,
Germany,2007,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,8.8,1,,,,
Germany,2007,"Rates, women",Registered unemployment,Employment office records,# 0,Unemployed,10.4,"97,117",,,,
Germany,2006,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,4487,"97,117",,,,
Germany,2006,Total men and women,Registered unemployment,Employment office records,# 0,First job seekers,476,"97,117",,,,
Germany,2006,Total men and women,Registered unemployment,Employment office records,# 0,Previously employed,3473,"97,117",,,,
Germany,2006,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,3824,1,,,,
Germany,2006,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,455,1,,,,
Germany,2006,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,4279,1,,,,
Germany,2006,Men,Total coverage,Labour force survey,# 0,Unemployed,2358,1,,,,
Germany,2006,Men,Total coverage,Labour force survey,# 0,First job seekers,228,1,,,,
Germany,2006,Men,Total coverage,Labour force survey,# 0,Previously employed,2130,1,,,,
Germany,2006,Men,Registered unemployment,Employment office records,# 0,Previously employed,1924,"97,117",,,,
Germany,2006,Men,Registered unemployment,Employment office records,# 0,First job seekers,212,"97,117",,,,
Germany,2006,Men,Registered unemployment,Employment office records,# 0,Unemployed,2338,"97,117",,,,
Germany,2006,Women,Registered unemployment,Employment office records,# 0,Unemployed,2149,"97,117",,,,
Germany,2006,Women,Registered unemployment,Employment office records,# 0,First job seekers,264,"97,117",,,,
Germany,2006,Women,Registered unemployment,Employment office records,# 0,Previously employed,1549,"97,117",,,,
Germany,2006,Women,Total coverage,Labour force survey,# 0,Previously employed,1694,1,,,,
Germany,2006,Women,Total coverage,Labour force survey,# 0,First job seekers,226,1,,,,
Germany,2006,Women,Total coverage,Labour force survey,# 0,Unemployed,1921,1,,,,
Germany,2006,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,10.3,1,,,,
Germany,2006,"Rates, total",Registered unemployment,Employment office records,# 0,Unemployed,12,"97,117",,,,
Germany,2006,"Rates, men",Registered unemployment,Employment office records,# 0,Unemployed,12,"97,117",,,,
Germany,2006,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,10.3,1,,,,
Germany,2006,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,10.2,1,,,,
Germany,2006,"Rates, women",Registered unemployment,Employment office records,# 0,Unemployed,12,"97,117",,,,
Germany,2005,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,4861,"97,117",,,,
Germany,2005,Total men and women,Registered unemployment,Employment office records,# 0,Previously employed,3926,"97,117",,,,
Germany,2005,Total men and women,Registered unemployment,Employment office records,# 0,First job seekers,467,"97,117",,,,
Germany,2005,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,459,"1,29",,,,
Germany,2005,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,4124,"1,29",,,,
Germany,2005,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,4583,"1,29",,,,
Germany,2005,Men,Total coverage,Labour force survey,# 0,Unemployed,2574,"1,29",,,,
Germany,2005,Men,Total coverage,Labour force survey,# 0,Previously employed,2347,"1,29",,,,
Germany,2005,Men,Total coverage,Labour force survey,# 0,First job seekers,227,"1,29",,,,
Germany,2005,Men,Registered unemployment,Employment office records,# 0,First job seekers,216,"97,117",,,,
Germany,2005,Men,Registered unemployment,Employment office records,# 0,Previously employed,2217,"97,117",,,,
Germany,2005,Men,Registered unemployment,Employment office records,# 0,Unemployed,2606,"97,117",,,,
Germany,2005,Women,Registered unemployment,Employment office records,# 0,Unemployed,2255,"97,117",,,,
Germany,2005,Women,Registered unemployment,Employment office records,# 0,Previously employed,1708,"97,117",,,,
Germany,2005,Women,Registered unemployment,Employment office records,# 0,First job seekers,251,"97,117",,,,
Germany,2005,Women,Total coverage,Labour force survey,# 0,First job seekers,231,"1,29",,,,
Germany,2005,Women,Total coverage,Labour force survey,# 0,Previously employed,1778,"1,29",,,,
Germany,2005,Women,Total coverage,Labour force survey,# 0,Unemployed,2009,"1,29",,,,
Germany,2005,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,11.1,"1,29",,,,
Germany,2005,"Rates, total",Registered unemployment,Employment office records,# 0,Unemployed,13,"97,117",,,,
Germany,2005,"Rates, men",Registered unemployment,Employment office records,# 0,Unemployed,13.4,"97,117",,,,
Germany,2005,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,11.3,"1,29",,,,
Germany,2005,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,10.9,"1,29",,,,
Germany,2005,"Rates, women",Registered unemployment,Employment office records,# 0,Unemployed,12.7,"97,117",,,,
Germany,2004,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,4381,"29,97,117",,,,
Germany,2004,Total men and women,Registered unemployment,Employment office records,# 0,First job seekers,397,"29,97,117",,,,
Germany,2004,Total men and women,Registered unemployment,Employment office records,# 0,Previously employed,3877,"29,97,117",,,,
Germany,2004,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,4078,"1,56",,,,
Germany,2004,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,310,"1,56",,,,
Germany,2004,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,4388,"1,56",,,,
Germany,2004,Men,Total coverage,Labour force survey,# 0,Unemployed,2551,"1,56",,,,
Germany,2004,Men,Total coverage,Labour force survey,# 0,First job seekers,164,"1,56",,,,
Germany,2004,Men,Total coverage,Labour force survey,# 0,Previously employed,2387,"1,56",,,,
Germany,2004,Men,Registered unemployment,Employment office records,# 0,Previously employed,2201,"29,97,117",,,,
Germany,2004,Men,Registered unemployment,Employment office records,# 0,First job seekers,193,"29,97,117",,,,
Germany,2004,Men,Registered unemployment,Employment office records,# 0,Unemployed,2449,"29,97,117",,,,
Germany,2004,Women,Registered unemployment,Employment office records,# 0,Unemployed,1932,"29,97,117",,,,
Germany,2004,Women,Registered unemployment,Employment office records,# 0,First job seekers,204,"29,97,117",,,,
Germany,2004,Women,Registered unemployment,Employment office records,# 0,Previously employed,1675,"29,97,117",,,,
Germany,2004,Women,Total coverage,Labour force survey,# 0,Previously employed,1690,"1,56",,,,
Germany,2004,Women,Total coverage,Labour force survey,# 0,First job seekers,146,"1,56",,,,
Germany,2004,Women,Total coverage,Labour force survey,# 0,Unemployed,1836,"1,56",,,,
Germany,2004,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,11,"1,56",,,,
Germany,2004,"Rates, total",Registered unemployment,Employment office records,# 0,Unemployed,11.7,"29,97,117",,,,
Germany,2004,"Rates, men",Registered unemployment,Employment office records,# 0,Unemployed,12.5,"29,97,117",,,,
Germany,2004,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,11.5,"1,56",,,,
Germany,2004,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,10.3,"1,56",,,,
Germany,2004,"Rates, women",Registered unemployment,Employment office records,# 0,Unemployed,10.8,"29,97,117",,,,
Germany,2003,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,4376.8,"97,117",,,,
Germany,2003,Total men and women,Registered unemployment,Employment office records,# 0,Previously employed,3880.8,"97,117",,,,
Germany,2003,Total men and women,Registered unemployment,Employment office records,# 0,First job seekers,397,"97,117",,,,
Germany,2003,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,258,"1,11",,,,
Germany,2003,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,3765,"1,11",,,,
Germany,2003,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,4023,"1,11",,,,
Germany,2003,Men,Total coverage,Labour force survey,# 0,Unemployed,2316,"1,11",,,,
Germany,2003,Men,Total coverage,Labour force survey,# 0,Previously employed,2174,"1,11",,,,
Germany,2003,Men,Total coverage,Labour force survey,# 0,First job seekers,142,"1,11",,,,
Germany,2003,Men,Registered unemployment,Employment office records,# 0,First job seekers,192,"97,117",,,,
Germany,2003,Men,Registered unemployment,Employment office records,# 0,Previously employed,2201.75,"97,117",,,,
Germany,2003,Men,Registered unemployment,Employment office records,# 0,Unemployed,2446.21,"97,117",,,,
Germany,2003,Women,Registered unemployment,Employment office records,# 0,Unemployed,1930.58,"97,117",,,,
Germany,2003,Women,Registered unemployment,Employment office records,# 0,Previously employed,1679.05,"97,117",,,,
Germany,2003,Women,Registered unemployment,Employment office records,# 0,First job seekers,205,"97,117",,,,
Germany,2003,Women,Total coverage,Labour force survey,# 0,First job seekers,116,"1,11",,,,
Germany,2003,Women,Total coverage,Labour force survey,# 0,Previously employed,1591,"1,11",,,,
Germany,2003,Women,Total coverage,Labour force survey,# 0,Unemployed,1707,"1,11",,,,
Germany,2003,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,10,"1,11",,,,
Germany,2003,"Rates, total",Registered unemployment,Employment office records,# 0,Unemployed,11.6,"97,117",,,,
Germany,2003,"Rates, men",Registered unemployment,Employment office records,# 0,Unemployed,12.4,"97,117",,,,
Germany,2003,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,10.4,"1,11",,,,
Germany,2003,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,9.5,"1,11",,,,
Germany,2003,"Rates, women",Registered unemployment,Employment office records,# 0,Unemployed,10.8,"97,117",,,,
Germany,2002,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,4061.3,"97,117",,,,
Germany,2002,Total men and women,Registered unemployment,Employment office records,# 0,First job seekers,352,"97,117",,,,
Germany,2002,Total men and women,Registered unemployment,Employment office records,# 0,Previously employed,3612.4,"97,117",,,,
Germany,2002,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,3258,"1,118",,,,
Germany,2002,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,228,"1,118",,,,
Germany,2002,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,3486,"1,118",,,,
Germany,2002,Men,Total coverage,Labour force survey,# 0,Unemployed,1982,"1,118",,,,
Germany,2002,Men,Total coverage,Labour force survey,# 0,First job seekers,113,"1,118",,,,
Germany,2002,Men,Total coverage,Labour force survey,# 0,Previously employed,1869,"1,118",,,,
Germany,2002,Men,Registered unemployment,Employment office records,# 0,Previously employed,2022,"97,117",,,,
Germany,2002,Men,Registered unemployment,Employment office records,# 0,First job seekers,166,"97,117",,,,
Germany,2002,Men,Registered unemployment,Employment office records,# 0,Unemployed,2239.9,"97,117",,,,
Germany,2002,Women,Registered unemployment,Employment office records,# 0,Unemployed,1821.4,"97,117",,,,
Germany,2002,Women,Registered unemployment,Employment office records,# 0,First job seekers,186,"97,117",,,,
Germany,2002,Women,Registered unemployment,Employment office records,# 0,Previously employed,1590.4,"97,117",,,,
Germany,2002,Women,Total coverage,Labour force survey,# 0,Previously employed,1389,"1,118",,,,
Germany,2002,Women,Total coverage,Labour force survey,# 0,First job seekers,115,"1,118",,,,
Germany,2002,Women,Total coverage,Labour force survey,# 0,Unemployed,1504,"1,118",,,,
Germany,2002,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,8.7,"1,118",,,,
Germany,2002,"Rates, total",Registered unemployment,Employment office records,# 0,Unemployed,10.8,"97,117",,,,
Germany,2002,"Rates, men",Registered unemployment,Employment office records,# 0,Unemployed,11.3,"97,117",,,,
Germany,2002,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,8.9,"1,118",,,,
Germany,2002,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,8.5,"1,118",,,,
Germany,2002,"Rates, women",Registered unemployment,Employment office records,# 0,Unemployed,10.3,"97,117",,,,
Germany,2001,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,3852.56,"97,117",,,,
Germany,2001,Total men and women,Registered unemployment,Employment office records,# 0,Previously employed,3416.06,"97,117",,,,
Germany,2001,Total men and women,Registered unemployment,Employment office records,# 0,First job seekers,336,"97,117",,,,
Germany,2001,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,197,1,,,,
Germany,2001,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,2953,1,,,,
Germany,2001,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,3150,1,,,,
Germany,2001,Total men and women,Total coverage,Population census,# 0,Unemployed,3138.7,"1,3",,,,
Germany,2001,Men,Total coverage,Population census,# 0,Unemployed,1730.2,"1,3",,,,
Germany,2001,Men,Total coverage,Labour force survey,# 0,Unemployed,1754,1,,,,
Germany,2001,Men,Total coverage,Labour force survey,# 0,Previously employed,1657,1,,,,
Germany,2001,Men,Total coverage,Labour force survey,# 0,First job seekers,97,1,,,,
Germany,2001,Men,Registered unemployment,Employment office records,# 0,First job seekers,152,"97,117",,,,
Germany,2001,Men,Registered unemployment,Employment office records,# 0,Previously employed,1858.96,"97,117",,,,
Germany,2001,Men,Registered unemployment,Employment office records,# 0,Unemployed,2063.85,"97,117",,,,
Germany,2001,Women,Registered unemployment,Employment office records,# 0,Unemployed,1788.71,"97,117",,,,
Germany,2001,Women,Registered unemployment,Employment office records,# 0,Previously employed,1557.1,"97,117",,,,
Germany,2001,Women,Registered unemployment,Employment office records,# 0,First job seekers,184,"97,117",,,,
Germany,2001,Women,Total coverage,Labour force survey,# 0,First job seekers,100,1,,,,
Germany,2001,Women,Total coverage,Labour force survey,# 0,Previously employed,1296,1,,,,
Germany,2001,Women,Total coverage,Labour force survey,# 0,Unemployed,1396,1,,,,
Germany,2001,Women,Total coverage,Population census,# 0,Unemployed,1408.5,"1,3",,,,
Germany,2001,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,7.9,1,,,,
Germany,2001,"Rates, total",Registered unemployment,Employment office records,# 0,Unemployed,10.4,"97,117",,,,
Germany,2001,"Rates, men",Registered unemployment,Employment office records,# 0,Unemployed,10.4,"97,117",,,,
Germany,2001,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,7.8,1,,,,
Germany,2001,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,7.9,1,,,,
Germany,2001,"Rates, women",Registered unemployment,Employment office records,# 0,Unemployed,10.2,"97,117",,,,
Germany,2000,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,3889.7,"97,117",,,,
Germany,2000,Total men and women,Registered unemployment,Employment office records,# 0,First job seekers,350,"97,117",,,,
Germany,2000,Total men and women,Registered unemployment,Employment office records,# 0,Previously employed,3436.4,"97,117",,,,
Germany,2000,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,2913,"1,11",,,,
Germany,2000,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,214,"1,11",,,,
Germany,2000,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,3127,"1,11",,,,
Germany,2000,Men,Total coverage,Labour force survey,# 0,Unemployed,1691,"1,11",,,,
Germany,2000,Men,Total coverage,Labour force survey,# 0,First job seekers,105,"1,11",,,,
Germany,2000,Men,Total coverage,Labour force survey,# 0,Previously employed,1586,"1,11",,,,
Germany,2000,Men,Registered unemployment,Employment office records,# 0,Previously employed,1845.8,"97,117",,,,
Germany,2000,Men,Registered unemployment,Employment office records,# 0,First job seekers,153,"97,117",,,,
Germany,2000,Men,Registered unemployment,Employment office records,# 0,Unemployed,2053.4,"97,117",,,,
Germany,2000,Women,Registered unemployment,Employment office records,# 0,Unemployed,1836.3,"97,117",,,,
Germany,2000,Women,Registered unemployment,Employment office records,# 0,First job seekers,197,"97,117",,,,
Germany,2000,Women,Registered unemployment,Employment office records,# 0,Previously employed,1590.6,"97,117",,,,
Germany,2000,Women,Total coverage,Labour force survey,# 0,Previously employed,1327,"1,11",,,,
Germany,2000,Women,Total coverage,Labour force survey,# 0,First job seekers,109,"1,11",,,,
Germany,2000,Women,Total coverage,Labour force survey,# 0,Unemployed,1436,"1,11",,,,
Germany,2000,"Rates, total",Total coverage,Labour force survey,# 0,Unemployed,7.9,"1,11",,,,
Germany,2000,"Rates, total",Registered unemployment,Employment office records,# 0,Unemployed,10.7,"97,117",,,,
Germany,2000,"Rates, men",Registered unemployment,Employment office records,# 0,Unemployed,10.5,"97,117",,,,
Germany,2000,"Rates, men",Total coverage,Labour force survey,# 0,Unemployed,7.6,"1,11",,,,
Germany,2000,"Rates, women",Total coverage,Labour force survey,# 0,Unemployed,8.3,"1,11",,,,
Germany,2000,"Rates, women",Registered unemployment,Employment office records,# 0,Unemployed,10.9,"97,117",,,,
Germany,1999,Total men and women,Registered unemployment,Employment office records,# 0,Unemployed,4100.5,"97,117",,,,
Germany,1999,Total men and women,Registered unemployment,Employment office records,# 0,Previously employed,3604,"97,117",,,,
Germany,1999,Total men and women,Registered unemployment,Employment office records,# 0,First job seekers,392,"97,117",,,,
Germany,1999,Total men and women,Total coverage,Labour force survey,# 0,First job seekers,240,1,,,,
Germany,1999,Total men and women,Total coverage,Labour force survey,# 0,Previously employed,3263,1,,,,
Germany,1999,Total men and women,Total coverage,Labour force survey,# 0,Unemployed,3503,1,,,,
Germany,1999,Men,Total coverage,Labour force survey,# 0,Unemployed,1905,1,,,,
Germany,1999,Men,Total coverage,Labour force survey,# 0,Previously employed,1783,1,,,,
Germany,1999,Men,Total coverage,Labour force survey,# 0,First job seekers,122,1,,,,
